ID,CreatedAt,Phone,Net Model,Model Median,Model mAP,Batch size,Delegate
5pzprc4aoZFDri0aYUmC,2024-09-03 19:45:03.838000+00:00,Samsung Galaxy S24,mobilenet_v1_1.0_224,9707578,70.9,2,GPU
ABXRJ4mI32SodAmShonD,2024-09-10 17:50:27.668000+00:00,Samsung Galaxy S23,mobilenet_v3_1.0_224_small_uint8,36778593,64.9,4,NNAPI
ABXRJ4mI32SodAmShonD,2024-09-10 17:50:27.668000+00:00,Samsung Galaxy S23,mobilenet_v3_1.0_224_uint8,98670182,73.9,4,NNAPI
ABXRJ4mI32SodAmShonD,2024-09-10 17:50:27.668000+00:00,Samsung Galaxy S23,mobilenet_v3_1.0_224_small_minimalistic,15795130,61.9,4,NNAPI
ABXRJ4mI32SodAmShonD,2024-09-10 17:50:27.668000+00:00,Samsung Galaxy S23,mobilenet_v3_1.0_224_large_minimalistic_uint8,71388203,71.3,4,NNAPI
ABXRJ4mI32SodAmShonD,2024-09-10 17:50:27.668000+00:00,Samsung Galaxy S23,mobilenet_v3_1.0_224_large_minimalistic,52633958,72.3,4,NNAPI
ABXRJ4mI32SodAmShonD,2024-09-10 17:50:27.668000+00:00,Samsung Galaxy S23,mobilenet_v3_1.0_224_small,19962526,67.5,4,NNAPI
ABXRJ4mI32SodAmShonD,2024-09-10 17:50:27.668000+00:00,Samsung Galaxy S23,mobilenet_v3_1.0_224_large,62204661,75.2,4,NNAPI
902YuoCdQAboaPMVeujZ,2024-09-10 18:03:10.466000+00:00,Samsung Galaxy S23,mobilenet_v1_1.0_224_quant,190877161,70.1,16,CPU4
902YuoCdQAboaPMVeujZ,2024-09-10 18:03:10.466000+00:00,Samsung Galaxy S23,mobilenet_v1_1.0_224,201148776,70.9,16,CPU4
FRZVMFUMnmBKUn22t3Jo,2024-09-06 14:14:58.809000+00:00,OnePlus 9 Pro,mobilenet_v3_1.0_224_small_uint8,236397604,64.9,16,CPU
FRZVMFUMnmBKUn22t3Jo,2024-09-06 14:14:58.809000+00:00,OnePlus 9 Pro,mobilenet_v3_1.0_224_uint8,629919323,73.9,16,CPU
FRZVMFUMnmBKUn22t3Jo,2024-09-06 14:14:58.809000+00:00,OnePlus 9 Pro,mobilenet_v3_1.0_224_small_minimalistic,107202083,61.9,16,CPU
FRZVMFUMnmBKUn22t3Jo,2024-09-06 14:14:58.809000+00:00,OnePlus 9 Pro,mobilenet_v3_1.0_224_large_minimalistic_uint8,440733202,71.3,16,CPU
FRZVMFUMnmBKUn22t3Jo,2024-09-06 14:14:58.809000+00:00,OnePlus 9 Pro,mobilenet_v3_1.0_224_large_minimalistic,329746093,72.3,16,CPU
FRZVMFUMnmBKUn22t3Jo,2024-09-06 14:14:58.809000+00:00,OnePlus 9 Pro,mobilenet_v3_1.0_224_small,126973333,67.5,16,CPU
FRZVMFUMnmBKUn22t3Jo,2024-09-06 14:14:58.809000+00:00,OnePlus 9 Pro,mobilenet_v3_1.0_224_large,418138879,75.2,16,CPU
7lMGqjc7jn8LdA2ebLYd,2024-09-06 12:12:27.676000+00:00,Motorola Razr 50 Ultra,mobilenet_v2_1.0_224_quant,319797213,71.8,16,CPU4
7lMGqjc7jn8LdA2ebLYd,2024-09-06 12:12:27.676000+00:00,Motorola Razr 50 Ultra,mobilenet_v2_1.0_224,192459062,71.8,16,CPU4
4UJ9nkM88yq3JJLnlZJg,2024-09-03 19:11:43.723000+00:00,Samsung Galaxy S24,mobilenet_v1_1.0_224_quant,152711152,70.1,8,CPU
4UJ9nkM88yq3JJLnlZJg,2024-09-03 19:11:43.723000+00:00,Samsung Galaxy S24,mobilenet_v1_1.0_224,258044355,70.9,8,CPU
F73m5SSqdDrnnMCetHNE,2024-09-06 14:08:29.867000+00:00,OnePlus 9 Pro,mobilenet_v1_1.0_224_quant,165413333,70.1,8,CPU
F73m5SSqdDrnnMCetHNE,2024-09-06 14:08:29.867000+00:00,OnePlus 9 Pro,mobilenet_v1_1.0_224,355201172,70.9,8,CPU
gv8pkAtSlkhxTzXw1uXk,2024-09-10 17:53:02.071000+00:00,Xiaomi MI 9,mobilenet_v1_1.0_224_quant,207042682,70.1,8,NNAPI
gv8pkAtSlkhxTzXw1uXk,2024-09-10 17:53:02.071000+00:00,Xiaomi MI 9,mobilenet_v1_1.0_224,81567161,70.9,8,NNAPI
tELA6BB3BVLBrW5wlBZb,2024-09-10 18:12:09.662000+00:00,Xiaomi MI 9,mobilenet_v1_1.0_224,11440911,70.9,2,GPU
mFu5ldOvSyhGqPKNC7Sb,2024-09-06 11:42:34.549000+00:00,Motorola Razr 50 Ultra,mobilenet_v2_1.0_224_quant,432362395,71.8,16,CPU
mFu5ldOvSyhGqPKNC7Sb,2024-09-06 11:42:34.549000+00:00,Motorola Razr 50 Ultra,mobilenet_v2_1.0_224,511146041,71.8,16,CPU
KtffDMqFjyFRuCabknLL,2024-09-06 14:46:40.654000+00:00,OnePlus 9 Pro,mobilenet_v2_1.0_224_quant,281091666,71.8,16,CPU4
KtffDMqFjyFRuCabknLL,2024-09-06 14:46:40.654000+00:00,OnePlus 9 Pro,mobilenet_v2_1.0_224,202837578,71.8,16,CPU4
X3ZevoQ38iT3ZXSuOMzn,2024-09-05 15:42:38.059000+00:00,Samsung Galaxy S21,mobilenet_v1_1.0_224_quant,147197192,70.1,4,NNAPI
X3ZevoQ38iT3ZXSuOMzn,2024-09-05 15:42:38.059000+00:00,Samsung Galaxy S21,mobilenet_v1_1.0_224,81876923,70.9,4,NNAPI
XELikWd6rBctKpaCLo2u,2024-09-03 20:06:06.365000+00:00,Samsung Galaxy S24,mobilenet_v1_1.0_224_quant,227768965,70.1,16,CPU4
XELikWd6rBctKpaCLo2u,2024-09-03 20:06:06.365000+00:00,Samsung Galaxy S24,mobilenet_v1_1.0_224,232432090,70.9,16,CPU4
5YmH7mC4nYFLeOhg7jnw,2024-09-06 14:43:15.090000+00:00,OnePlus 9 Pro,mobilenet_v1_0.25_192,1878151,47.7,1,CPU4
5YmH7mC4nYFLeOhg7jnw,2024-09-06 14:43:15.090000+00:00,OnePlus 9 Pro,mobilenet_v1_0.75_224,11098906,68.4,1,CPU4
5YmH7mC4nYFLeOhg7jnw,2024-09-06 14:43:15.090000+00:00,OnePlus 9 Pro,mobilenet_v1_0.75_160,5325104,65.3,1,CPU4
5YmH7mC4nYFLeOhg7jnw,2024-09-06 14:43:15.090000+00:00,OnePlus 9 Pro,mobilenet_v1_0.25_160,1567395,45.5,1,CPU4
5YmH7mC4nYFLeOhg7jnw,2024-09-06 14:43:15.090000+00:00,OnePlus 9 Pro,mobilenet_v1_0.5_128_quant,1728854,54.5,1,CPU4
5YmH7mC4nYFLeOhg7jnw,2024-09-06 14:43:15.090000+00:00,OnePlus 9 Pro,mobilenet_v1_0.5_192_quant,3830807,60.0,1,CPU4
5YmH7mC4nYFLeOhg7jnw,2024-09-06 14:43:15.090000+00:00,OnePlus 9 Pro,mobilenet_v1_1.0_128_quant,4129844,63.4,1,CPU4
5YmH7mC4nYFLeOhg7jnw,2024-09-06 14:43:15.090000+00:00,OnePlus 9 Pro,mobilenet_v1_1.0_192_quant,8918776,69.2,1,CPU4
5YmH7mC4nYFLeOhg7jnw,2024-09-06 14:43:15.090000+00:00,OnePlus 9 Pro,mobilenet_v1_1.0_192,11095000,70.0,1,CPU4
5YmH7mC4nYFLeOhg7jnw,2024-09-06 14:43:15.090000+00:00,OnePlus 9 Pro,mobilenet_v1_0.5_224_quant,4900573,60.7,1,CPU4
5YmH7mC4nYFLeOhg7jnw,2024-09-06 14:43:15.090000+00:00,OnePlus 9 Pro,mobilenet_v1_0.75_192,7120443,67.2,1,CPU4
5YmH7mC4nYFLeOhg7jnw,2024-09-06 14:43:15.090000+00:00,OnePlus 9 Pro,mobilenet_v1_1.0_160,8249947,68.0,1,CPU4
5YmH7mC4nYFLeOhg7jnw,2024-09-06 14:43:15.090000+00:00,OnePlus 9 Pro,mobilenet_v1_0.25_192_quant,2030208,46.0,1,CPU4
5YmH7mC4nYFLeOhg7jnw,2024-09-06 14:43:15.090000+00:00,OnePlus 9 Pro,mobilenet_v1_0.75_128_quant,2824713,55.8,1,CPU4
5YmH7mC4nYFLeOhg7jnw,2024-09-06 14:43:15.090000+00:00,OnePlus 9 Pro,mobilenet_v1_0.25_224_quant,2630156,48.0,1,CPU4
5YmH7mC4nYFLeOhg7jnw,2024-09-06 14:43:15.090000+00:00,OnePlus 9 Pro,mobilenet_v1_0.75_192_quant,6103775,66.1,1,CPU4
5YmH7mC4nYFLeOhg7jnw,2024-09-06 14:43:15.090000+00:00,OnePlus 9 Pro,mobilenet_v1_0.75_224_quant,8244479,66.8,1,CPU4
5YmH7mC4nYFLeOhg7jnw,2024-09-06 14:43:15.090000+00:00,OnePlus 9 Pro,mobilenet_v1_0.75_128,3720547,62.1,1,CPU4
5YmH7mC4nYFLeOhg7jnw,2024-09-06 14:43:15.090000+00:00,OnePlus 9 Pro,mobilenet_v1_1.0_128,5478203,65.2,1,CPU4
5YmH7mC4nYFLeOhg7jnw,2024-09-06 14:43:15.090000+00:00,OnePlus 9 Pro,mobilenet_v1_0.5_224,5507968,63.3,1,CPU4
5YmH7mC4nYFLeOhg7jnw,2024-09-06 14:43:15.090000+00:00,OnePlus 9 Pro,mobilenet_v1_0.5_160_quant,2575547,57.7,1,CPU4
5YmH7mC4nYFLeOhg7jnw,2024-09-06 14:43:15.090000+00:00,OnePlus 9 Pro,mobilenet_v1_0.25_128,934401,41.5,1,CPU4
5YmH7mC4nYFLeOhg7jnw,2024-09-06 14:43:15.090000+00:00,OnePlus 9 Pro,mobilenet_v1_0.5_160,3035520,59.1,1,CPU4
5YmH7mC4nYFLeOhg7jnw,2024-09-06 14:43:15.090000+00:00,OnePlus 9 Pro,mobilenet_v1_0.75_160_quant,4464713,62.3,1,CPU4
5YmH7mC4nYFLeOhg7jnw,2024-09-06 14:43:15.090000+00:00,OnePlus 9 Pro,mobilenet_v1_1.0_224,14881458,70.9,1,CPU4
5YmH7mC4nYFLeOhg7jnw,2024-09-06 14:43:15.090000+00:00,OnePlus 9 Pro,mobilenet_v1_1.0_224_quant,12051224,70.1,1,CPU4
5YmH7mC4nYFLeOhg7jnw,2024-09-06 14:43:15.090000+00:00,OnePlus 9 Pro,mobilenet_v1_0.5_192,4059322,61.7,1,CPU4
5YmH7mC4nYFLeOhg7jnw,2024-09-06 14:43:15.090000+00:00,OnePlus 9 Pro,mobilenet_v1_0.25_224,2697865,49.8,1,CPU4
5YmH7mC4nYFLeOhg7jnw,2024-09-06 14:43:15.090000+00:00,OnePlus 9 Pro,mobilenet_v1_0.5_128,2020182,56.3,1,CPU4
5YmH7mC4nYFLeOhg7jnw,2024-09-06 14:43:15.090000+00:00,OnePlus 9 Pro,mobilenet_v1_1.0_160_quant,6454922,67.2,1,CPU4
5YmH7mC4nYFLeOhg7jnw,2024-09-06 14:43:15.090000+00:00,OnePlus 9 Pro,mobilenet_v1_0.25_128_quant,845000,39.5,1,CPU4
5YmH7mC4nYFLeOhg7jnw,2024-09-06 14:43:15.090000+00:00,OnePlus 9 Pro,mobilenet_v1_0.25_160_quant,1243360,43.4,1,CPU4
iriqBzMafu4QR9PxCsRJ,2024-09-06 14:17:41.099000+00:00,OnePlus 9 Pro,mobilenet_v1_1.0_224_quant,82167578,70.1,4,NNAPI
iriqBzMafu4QR9PxCsRJ,2024-09-06 14:17:41.099000+00:00,OnePlus 9 Pro,mobilenet_v1_1.0_224,175029791,70.9,4,NNAPI
kjSOPohYnJtz81b7v6HV,2024-09-06 11:41:48.154000+00:00,Motorola Razr 50 Ultra,mobilenet_v2_1.3_224,48865937,74.4,1,CPU
kjSOPohYnJtz81b7v6HV,2024-09-06 11:41:48.154000+00:00,Motorola Razr 50 Ultra,mobilenet_v2_1.3_224_quant,35859140,74.4,1,CPU
kjSOPohYnJtz81b7v6HV,2024-09-06 11:41:48.154000+00:00,Motorola Razr 50 Ultra,mobilenet_v2_1.0_160,16551692,68.8,1,CPU
kjSOPohYnJtz81b7v6HV,2024-09-06 11:41:48.154000+00:00,Motorola Razr 50 Ultra,mobilenet_v2_1.4_224,54446016,75.0,1,CPU
kjSOPohYnJtz81b7v6HV,2024-09-06 11:41:48.154000+00:00,Motorola Razr 50 Ultra,mobilenet_v2_1.0_128_quant,4340208,65.3,1,CPU
kjSOPohYnJtz81b7v6HV,2024-09-06 11:41:48.154000+00:00,Motorola Razr 50 Ultra,mobilenet_v2_0.5_224,12377995,65.4,1,CPU
kjSOPohYnJtz81b7v6HV,2024-09-06 11:41:48.154000+00:00,Motorola Razr 50 Ultra,mobilenet_v2_0.35_192_quant,6076224,58.2,1,CPU
kjSOPohYnJtz81b7v6HV,2024-09-06 11:41:48.154000+00:00,Motorola Razr 50 Ultra,mobilenet_v2_0.75_224_quant,20846458,69.8,1,CPU
kjSOPohYnJtz81b7v6HV,2024-09-06 11:41:48.154000+00:00,Motorola Razr 50 Ultra,mobilenet_v2_0.35_160,4719271,55.7,1,CPU
kjSOPohYnJtz81b7v6HV,2024-09-06 11:41:48.154000+00:00,Motorola Razr 50 Ultra,mobilenet_v2_0.5_224_quant,11410261,65.4,1,CPU
kjSOPohYnJtz81b7v6HV,2024-09-06 11:41:48.154000+00:00,Motorola Razr 50 Ultra,mobilenet_v2_1.0_128,5460182,65.3,1,CPU
kjSOPohYnJtz81b7v6HV,2024-09-06 11:41:48.154000+00:00,Motorola Razr 50 Ultra,mobilenet_v2_0.35_128,3143776,50.8,1,CPU
kjSOPohYnJtz81b7v6HV,2024-09-06 11:41:48.154000+00:00,Motorola Razr 50 Ultra,mobilenet_v2_0.5_96,3058568,51.2,1,CPU
kjSOPohYnJtz81b7v6HV,2024-09-06 11:41:48.154000+00:00,Motorola Razr 50 Ultra,mobilenet_v2_1.0_224_quant,24064583,71.8,1,CPU
kjSOPohYnJtz81b7v6HV,2024-09-06 11:41:48.154000+00:00,Motorola Razr 50 Ultra,mobilenet_v2_1.0_96_quant,5101562,60.3,1,CPU
kjSOPohYnJtz81b7v6HV,2024-09-06 11:41:48.154000+00:00,Motorola Razr 50 Ultra,mobilenet_v2_1.0_224,30840078,71.8,1,CPU
kjSOPohYnJtz81b7v6HV,2024-09-06 11:41:48.154000+00:00,Motorola Razr 50 Ultra,mobilenet_v2_0.75_192,17419427,68.7,1,CPU
kjSOPohYnJtz81b7v6HV,2024-09-06 11:41:48.154000+00:00,Motorola Razr 50 Ultra,mobilenet_v2_1.0_192,22691171,70.7,1,CPU
kjSOPohYnJtz81b7v6HV,2024-09-06 11:41:48.154000+00:00,Motorola Razr 50 Ultra,mobilenet_v2_1.4_224_quant,38785520,75.0,1,CPU
kjSOPohYnJtz81b7v6HV,2024-09-06 11:41:48.154000+00:00,Motorola Razr 50 Ultra,mobilenet_v2_0.75_128,8086562,63.2,1,CPU
kjSOPohYnJtz81b7v6HV,2024-09-06 11:41:48.154000+00:00,Motorola Razr 50 Ultra,mobilenet_v2_0.35_224,8566119,60.3,1,CPU
kjSOPohYnJtz81b7v6HV,2024-09-06 11:41:48.154000+00:00,Motorola Razr 50 Ultra,mobilenet_v2_0.5_160,6710286,61.0,1,CPU
kjSOPohYnJtz81b7v6HV,2024-09-06 11:41:48.154000+00:00,Motorola Razr 50 Ultra,mobilenet_v2_1.0_160_quant,12743854,68.8,1,CPU
kjSOPohYnJtz81b7v6HV,2024-09-06 11:41:48.154000+00:00,Motorola Razr 50 Ultra,mobilenet_v2_0.75_192_quant,15531015,68.7,1,CPU
kjSOPohYnJtz81b7v6HV,2024-09-06 11:41:48.154000+00:00,Motorola Razr 50 Ultra,mobilenet_v2_0.35_192,6419609,58.2,1,CPU
kjSOPohYnJtz81b7v6HV,2024-09-06 11:41:48.154000+00:00,Motorola Razr 50 Ultra,mobilenet_v2_0.5_96_quant,2482266,51.2,1,CPU
kjSOPohYnJtz81b7v6HV,2024-09-06 11:41:48.154000+00:00,Motorola Razr 50 Ultra,mobilenet_v2_0.75_224,23655025,69.8,1,CPU
kjSOPohYnJtz81b7v6HV,2024-09-06 11:41:48.154000+00:00,Motorola Razr 50 Ultra,mobilenet_v2_0.75_128_quant,7078958,63.2,1,CPU
kjSOPohYnJtz81b7v6HV,2024-09-06 11:41:48.154000+00:00,Motorola Razr 50 Ultra,mobilenet_v2_0.35_96_quant,1873490,45.5,1,CPU
kjSOPohYnJtz81b7v6HV,2024-09-06 11:41:48.154000+00:00,Motorola Razr 50 Ultra,mobilenet_v2_0.35_128_quant,2934245,50.8,1,CPU
kjSOPohYnJtz81b7v6HV,2024-09-06 11:41:48.154000+00:00,Motorola Razr 50 Ultra,mobilenet_v2_0.75_96_quant,4387864,58.8,1,CPU
kjSOPohYnJtz81b7v6HV,2024-09-06 11:41:48.154000+00:00,Motorola Razr 50 Ultra,mobilenet_v2_1.0_96,7336015,60.3,1,CPU
kjSOPohYnJtz81b7v6HV,2024-09-06 11:41:48.154000+00:00,Motorola Razr 50 Ultra,mobilenet_v2_0.35_160_quant,4363672,55.7,1,CPU
kjSOPohYnJtz81b7v6HV,2024-09-06 11:41:48.154000+00:00,Motorola Razr 50 Ultra,mobilenet_v2_0.75_160,8070729,66.4,1,CPU
kjSOPohYnJtz81b7v6HV,2024-09-06 11:41:48.154000+00:00,Motorola Razr 50 Ultra,mobilenet_v2_0.5_160_quant,5970520,61.0,1,CPU
kjSOPohYnJtz81b7v6HV,2024-09-06 11:41:48.154000+00:00,Motorola Razr 50 Ultra,mobilenet_v2_0.35_96,2189479,45.5,1,CPU
kjSOPohYnJtz81b7v6HV,2024-09-06 11:41:48.154000+00:00,Motorola Razr 50 Ultra,mobilenet_v2_0.5_128,4347968,57.7,1,CPU
kjSOPohYnJtz81b7v6HV,2024-09-06 11:41:48.154000+00:00,Motorola Razr 50 Ultra,mobilenet_v2_0.5_192,9189218,63.9,1,CPU
kjSOPohYnJtz81b7v6HV,2024-09-06 11:41:48.154000+00:00,Motorola Razr 50 Ultra,mobilenet_v2_0.75_96,5462135,58.8,1,CPU
kjSOPohYnJtz81b7v6HV,2024-09-06 11:41:48.154000+00:00,Motorola Razr 50 Ultra,mobilenet_v2_0.35_224_quant,8132969,60.3,1,CPU
kjSOPohYnJtz81b7v6HV,2024-09-06 11:41:48.154000+00:00,Motorola Razr 50 Ultra,mobilenet_v2_1.0_192_quant,17802005,70.7,1,CPU
kjSOPohYnJtz81b7v6HV,2024-09-06 11:41:48.154000+00:00,Motorola Razr 50 Ultra,mobilenet_v2_0.5_128_quant,3912292,57.7,1,CPU
kjSOPohYnJtz81b7v6HV,2024-09-06 11:41:48.154000+00:00,Motorola Razr 50 Ultra,mobilenet_v2_0.75_160_quant,7094140,66.4,1,CPU
kjSOPohYnJtz81b7v6HV,2024-09-06 11:41:48.154000+00:00,Motorola Razr 50 Ultra,mobilenet_v2_0.5_192_quant,8462500,63.9,1,CPU
zejanDZQReERCn4ZOiTG,2024-09-03 19:33:31.609000+00:00,Samsung Galaxy S24,mobilenet_v2_1.0_224_quant,441998027,71.8,16,NNAPI
zejanDZQReERCn4ZOiTG,2024-09-03 19:33:31.609000+00:00,Samsung Galaxy S24,mobilenet_v2_1.0_224,267670293,71.8,16,NNAPI
JpD2nJ4NBFn0nXnN1dLj,2024-09-06 14:49:27.792000+00:00,OnePlus 9 Pro,mobilenet_v3_1.0_224_small_uint8,509877031,64.9,32,CPU4
JpD2nJ4NBFn0nXnN1dLj,2024-09-06 14:49:27.792000+00:00,OnePlus 9 Pro,mobilenet_v3_1.0_224_uint8,1209412760,73.9,32,CPU4
JpD2nJ4NBFn0nXnN1dLj,2024-09-06 14:49:27.792000+00:00,OnePlus 9 Pro,mobilenet_v3_1.0_224_small_minimalistic,111547968,61.9,32,CPU4
JpD2nJ4NBFn0nXnN1dLj,2024-09-06 14:49:27.792000+00:00,OnePlus 9 Pro,mobilenet_v3_1.0_224_large_minimalistic_uint8,634044427,71.3,32,CPU4
JpD2nJ4NBFn0nXnN1dLj,2024-09-06 14:49:27.792000+00:00,OnePlus 9 Pro,mobilenet_v3_1.0_224_large_minimalistic,297727344,72.3,32,CPU4
JpD2nJ4NBFn0nXnN1dLj,2024-09-06 14:49:27.792000+00:00,OnePlus 9 Pro,mobilenet_v3_1.0_224_small,143040625,67.5,32,CPU4
JpD2nJ4NBFn0nXnN1dLj,2024-09-06 14:49:27.792000+00:00,OnePlus 9 Pro,mobilenet_v3_1.0_224_large,393539635,75.2,32,CPU4
YlWJJCYLrxZJc4GEB50w,2024-09-10 17:42:49.398000+00:00,Xiaomi MI 9,mobilenet_v1_1.0_224_quant,166060937,70.1,8,CPU
YlWJJCYLrxZJc4GEB50w,2024-09-10 17:42:49.398000+00:00,Xiaomi MI 9,mobilenet_v1_1.0_224,280340260,70.9,8,CPU
QlB6xBvn5JQk4Fy45Fss,2024-09-03 20:12:31.587000+00:00,Samsung Galaxy S24,mobilenet_v3_1.0_224_small_uint8,13297637,64.9,1,CPU4
QlB6xBvn5JQk4Fy45Fss,2024-09-03 20:12:31.587000+00:00,Samsung Galaxy S24,mobilenet_v3_1.0_224_uint8,28751347,73.9,1,CPU4
QlB6xBvn5JQk4Fy45Fss,2024-09-03 20:12:31.587000+00:00,Samsung Galaxy S24,mobilenet_v3_1.0_224_small_minimalistic,4164844,61.9,1,CPU4
QlB6xBvn5JQk4Fy45Fss,2024-09-03 20:12:31.587000+00:00,Samsung Galaxy S24,mobilenet_v3_1.0_224_large_minimalistic_uint8,19808515,71.3,1,CPU4
QlB6xBvn5JQk4Fy45Fss,2024-09-03 20:12:31.587000+00:00,Samsung Galaxy S24,mobilenet_v3_0.75_224_small,4423554,65.4,1,CPU4
QlB6xBvn5JQk4Fy45Fss,2024-09-03 20:12:31.587000+00:00,Samsung Galaxy S24,mobilenet_v3_1.0_224_large_minimalistic,10198183,72.3,1,CPU4
QlB6xBvn5JQk4Fy45Fss,2024-09-03 20:12:31.587000+00:00,Samsung Galaxy S24,mobilenet_v3_0.75_224_large,10414551,73.3,1,CPU4
QlB6xBvn5JQk4Fy45Fss,2024-09-03 20:12:31.587000+00:00,Samsung Galaxy S24,mobilenet_v3_1.0_224_small,5066172,67.5,1,CPU4
QlB6xBvn5JQk4Fy45Fss,2024-09-03 20:12:31.587000+00:00,Samsung Galaxy S24,mobilenet_v3_1.0_224_large,12815820,75.2,1,CPU4
arzlzGU9YSfD87AOHNHl,2024-09-06 11:39:06.231000+00:00,Motorola Razr 50 Ultra,mobilenet_v1_1.0_224_quant,405494557,70.1,16,CPU
arzlzGU9YSfD87AOHNHl,2024-09-06 11:39:06.231000+00:00,Motorola Razr 50 Ultra,mobilenet_v1_1.0_224,728993463,70.9,16,CPU
pbjMaSOiwxYVZuYyJoSs,2024-09-05 16:14:46.017000+00:00,Samsung Galaxy S21,mobilenet_v1_1.0_224_quant,85900423,70.1,4,CPU4
pbjMaSOiwxYVZuYyJoSs,2024-09-05 16:14:46.017000+00:00,Samsung Galaxy S21,mobilenet_v1_1.0_224,102140865,70.9,4,CPU4
BjnCI5yzRiV2LUDc6nQO,2024-09-10 17:55:36.029000+00:00,Samsung Galaxy S23,mobilenet_v2_1.0_224,671087240,71.8,32,GPU
aZd0Gi8ztdWcTFxFG5R4,2024-09-10 17:47:19.990000+00:00,Xiaomi MI 9,mobilenet_v3_1.0_224_small_uint8,17869740,64.9,1,CPU
aZd0Gi8ztdWcTFxFG5R4,2024-09-10 17:47:19.990000+00:00,Xiaomi MI 9,mobilenet_v3_1.0_224_uint8,46002813,73.9,1,CPU
aZd0Gi8ztdWcTFxFG5R4,2024-09-10 17:47:19.990000+00:00,Xiaomi MI 9,mobilenet_v3_1.0_224_small_minimalistic,6520885,61.9,1,CPU
aZd0Gi8ztdWcTFxFG5R4,2024-09-10 17:47:19.990000+00:00,Xiaomi MI 9,mobilenet_v3_1.0_224_large_minimalistic_uint8,33520443,71.3,1,CPU
aZd0Gi8ztdWcTFxFG5R4,2024-09-10 17:47:19.990000+00:00,Xiaomi MI 9,mobilenet_v3_0.75_224_small,6703020,65.4,1,CPU
aZd0Gi8ztdWcTFxFG5R4,2024-09-10 17:47:19.990000+00:00,Xiaomi MI 9,mobilenet_v3_1.0_224_large_minimalistic,21069739,72.3,1,CPU
aZd0Gi8ztdWcTFxFG5R4,2024-09-10 17:47:19.990000+00:00,Xiaomi MI 9,mobilenet_v3_0.75_224_large,18614218,73.3,1,CPU
aZd0Gi8ztdWcTFxFG5R4,2024-09-10 17:47:19.990000+00:00,Xiaomi MI 9,mobilenet_v3_1.0_224_small,8038880,67.5,1,CPU
aZd0Gi8ztdWcTFxFG5R4,2024-09-10 17:47:19.990000+00:00,Xiaomi MI 9,mobilenet_v3_1.0_224_large,24935286,75.2,1,CPU
igHRlPRQC8rcoAgLw4km,2024-09-05 16:14:33.060000+00:00,Samsung Galaxy S21,mobilenet_v1_1.0_224_quant,41092557,70.1,2,CPU4
igHRlPRQC8rcoAgLw4km,2024-09-05 16:14:33.060000+00:00,Samsung Galaxy S21,mobilenet_v1_1.0_224,41243384,70.9,2,CPU4
dJ1vLmTHEcaxFOOfHwuV,2024-09-06 12:14:05.575000+00:00,Motorola Razr 50 Ultra,mobilenet_v3_1.0_224_small_uint8,47128255,64.9,4,CPU4
dJ1vLmTHEcaxFOOfHwuV,2024-09-06 12:14:05.575000+00:00,Motorola Razr 50 Ultra,mobilenet_v3_1.0_224_uint8,114154687,73.9,4,CPU4
dJ1vLmTHEcaxFOOfHwuV,2024-09-06 12:14:05.575000+00:00,Motorola Razr 50 Ultra,mobilenet_v3_1.0_224_small_minimalistic,9858984,61.9,4,CPU4
dJ1vLmTHEcaxFOOfHwuV,2024-09-06 12:14:05.575000+00:00,Motorola Razr 50 Ultra,mobilenet_v3_1.0_224_large_minimalistic_uint8,68445859,71.3,4,CPU4
dJ1vLmTHEcaxFOOfHwuV,2024-09-06 12:14:05.575000+00:00,Motorola Razr 50 Ultra,mobilenet_v3_1.0_224_large_minimalistic,29735547,72.3,4,CPU4
dJ1vLmTHEcaxFOOfHwuV,2024-09-06 12:14:05.575000+00:00,Motorola Razr 50 Ultra,mobilenet_v3_1.0_224_small,13426979,67.5,4,CPU4
dJ1vLmTHEcaxFOOfHwuV,2024-09-06 12:14:05.575000+00:00,Motorola Razr 50 Ultra,mobilenet_v3_1.0_224_large,39510937,75.2,4,CPU4
hl18fFpwbI6rcAhk9chj,2024-09-06 14:13:52.092000+00:00,OnePlus 9 Pro,mobilenet_v3_1.0_224_small_uint8,47758385,64.9,4,CPU
hl18fFpwbI6rcAhk9chj,2024-09-06 14:13:52.092000+00:00,OnePlus 9 Pro,mobilenet_v3_1.0_224_uint8,149973411,73.9,4,CPU
hl18fFpwbI6rcAhk9chj,2024-09-06 14:13:52.092000+00:00,OnePlus 9 Pro,mobilenet_v3_1.0_224_small_minimalistic,23893437,61.9,4,CPU
hl18fFpwbI6rcAhk9chj,2024-09-06 14:13:52.092000+00:00,OnePlus 9 Pro,mobilenet_v3_1.0_224_large_minimalistic_uint8,119196406,71.3,4,CPU
hl18fFpwbI6rcAhk9chj,2024-09-06 14:13:52.092000+00:00,OnePlus 9 Pro,mobilenet_v3_1.0_224_large_minimalistic,91294219,72.3,4,CPU
hl18fFpwbI6rcAhk9chj,2024-09-06 14:13:52.092000+00:00,OnePlus 9 Pro,mobilenet_v3_1.0_224_small,27179505,67.5,4,CPU
hl18fFpwbI6rcAhk9chj,2024-09-06 14:13:52.092000+00:00,OnePlus 9 Pro,mobilenet_v3_1.0_224_large,91247473,75.2,4,CPU
MfOeHijh8ObvG2lWSW0O,2024-09-03 20:13:24.497000+00:00,Samsung Galaxy S24,mobilenet_v3_1.0_224_small_uint8,24488359,64.9,2,CPU4
